step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy
1510,17482608,12080,0.015234331465449944,0.0,0.5454545454545454,,,
1511,17493816,12088,0.015215786941608788,0.125,0.5172413793103449,,,
1512,17503616,12096,0.018869483323563082,0.0,0.6129032258064516,,,
1513,17515528,12104,0.014734837721493687,0.0,0.5862068965517241,0.015004406505272211,0.0,0.6206896551724138
1514,17526224,12112,0.016461053241783208,0.125,0.5666666666666667,,,
1515,17536216,12120,0.018920588970318286,0.0,0.5294117647058824,,,
1516,17545824,12128,0.01764322217503777,0.125,0.7058823529411765,,,
1517,17558696,12136,0.014768429782914441,0.0,0.5263157894736842,,,
1518,17572912,12144,0.011928002763305207,0.0,0.6153846153846154,,,
1519,17583288,12152,0.015488399702226095,0.125,0.5555555555555556,,,
1520,17593728,12160,0.018656159887518804,0.0,0.6176470588235294,,,
1521,17603592,12168,0.019620201112308843,0.0,0.65,0.02282356704862692,0.0,0.53125
1522,17617360,12176,0.013641424961306992,0.0,0.6,,,
1523,17628568,12184,0.01737005137883444,0.0,0.5,,,
1524,17638432,12192,0.01822699732308656,0.0,0.6052631578947368,,,
1525,17650344,12200,0.016372647807079237,0.0,0.5757575757575758,,,
1526,17661552,12208,0.019014982690161882,0.0,0.5588235294117647,,,
1527,17674936,12216,0.012328304102759905,0.125,0.6666666666666666,,,
1528,17686080,12224,0.015870625592513694,0.0,0.5945945945945946,,,
1529,17698056,12232,0.01663897307507002,0.0,0.6060606060606061,0.0181939040850629,0.0,0.5483870967741935
1530,17709776,12240,0.013117152060813474,0.0,0.6551724137931034,,,
1531,17723736,12248,0.01659760922145953,0.0,0.5789473684210527,,,
1532,17734368,12256,0.017286637640778764,0.0,0.6153846153846154,,,
1533,17745064,12264,0.020045394151058705,0.25,0.6129032258064516,,,
1534,17754736,12272,0.018259153761740674,0.0,0.6111111111111112,,,
1535,17766968,12280,0.016531354749775122,0.125,0.52,,,
1536,17782976,12288,0.009742122275112987,0.25,0.6206896551724138,,,
1537,17796360,12296,0.017152060615808064,0.125,0.6,0.01768618080971102,0.0,0.6111111111111112
1538,17807632,12304,0.017128594046468316,0.0,0.6206896551724138,,,
1539,17816856,12312,0.01789613136328675,0.125,0.59375,,,
1540,17827424,12320,0.017005083106981497,0.25,0.6333333333333333,,,
1541,17838376,12328,0.01559142929458251,0.0,0.6,,,
1542,17848176,12336,0.015241740770939437,0.125,0.5454545454545454,,,
1543,17861624,12344,0.014375658446865178,0.0,0.5714285714285714,,,
1544,17873216,12352,0.01338212325570788,0.125,0.75,,,
1545,17882952,12360,0.019323924758732014,0.0,0.6363636363636364,0.014284304734800139,0.125,0.6857142857142857
1546,17893072,12368,0.019716456901162395,0.0,0.6176470588235294,,,
1547,17902552,12376,0.02169959820416451,0.0,0.46875,,,
1548,17914400,12384,0.016282278436185137,0.125,0.5555555555555556,,,
1549,17924840,12392,0.02010509919976241,0.0,0.59375,,,
1550,17934512,12400,0.019818978240891686,0.0,0.5862068965517241,,,
1551,17943736,12408,0.01959044343719227,0.125,0.6129032258064516,,,
1552,17955584,12416,0.018275744676173905,0.125,0.6285714285714286,,,
1553,17967304,12424,0.015050350961968925,0.0,0.5945945945945946,0.02379962726311977,0.0,0.6111111111111112
1554,17979024,12432,0.015703816741575113,0.0,0.6060606060606061,,,
1555,17992664,12440,0.012847288250548297,0.0,0.7115384615384616,,,
1556,18004768,12448,0.017852143514873485,0.0,0.59375,,,
1557,18013544,12456,0.019439805333797893,0.0,0.625,,,
1558,18027440,12464,0.016511655726846215,0.0,0.5588235294117647,,,
1559,18037560,12472,0.01925282802032234,0.0,0.5666666666666667,,,
1560,18049664,12480,0.017395844543304152,0.0,0.5,,,
1561,18063112,12488,0.014884314332100829,0.0,0.46875,0.018285788647649768,0.0,0.5142857142857142
1562,18075024,12496,0.015951849756962917,0.0,0.6129032258064516,,,
1563,18083416,12504,0.017525932079089097,0.375,0.7333333333333333,,,
1564,18097440,12512,0.016815397549360005,0.0,0.5384615384615384,,,
1565,18108456,12520,0.01875273262738813,0.0,0.5405405405405406,,,
1566,18118768,12528,0.01632892202640026,0.0,0.6333333333333333,,,
1567,18128568,12536,0.018773981238072876,0.0,0.5714285714285714,,,
1568,18139840,12544,0.01726432201336399,0.0,0.5862068965517241,,,
1569,18153288,12552,0.014903019295914966,0.0,0.5142857142857142,0.01738002971613202,0.0,0.5483870967741935
1570,18161744,12560,0.018031918194109934,0.0,0.5483870967741935,,,
1571,18172312,12568,0.015995082772421475,0.125,0.6071428571428571,,,
1572,18185952,12576,0.014427602674390538,0.0,0.6,,,
1573,18198696,12584,0.017130401538383803,0.0,0.5675675675675675,,,
1574,18209840,12592,0.014902374053513861,0.0,0.6470588235294118,,,
1575,18222648,12600,0.013639140240173812,0.0,0.6451612903225806,,,
1576,18233920,12608,0.01615649078388889,0.0,0.6176470588235294,,,
1577,18247048,12616,0.0161084213224613,0.0,0.6052631578947368,0.016020319526647505,0.125,0.6666666666666666
1578,18256464,12624,0.01828337465917345,0.0,0.65625,,,
1579,18266136,12632,0.01934427178650291,0.125,0.631578947368421,,,
1580,18279648,12640,0.014398413370319307,0.25,0.625,,,
1581,18289640,12648,0.016811671572048097,0.125,0.6129032258064516,,,
1582,18299952,12656,0.01728485486971689,0.0,0.625,,,
1583,18312568,12664,0.014717855554982347,0.0,0.5454545454545454,,,
1584,18324672,12672,0.017887671048384995,0.125,0.6071428571428571,,,
1585,18335368,12680,0.016778249396313154,0.125,0.5757575757575758,0.016534962302515947,0.0,0.6
1586,18344976,12688,0.01680301998978361,0.125,0.65625,,,
1587,18353816,12696,0.018338052558983464,0.0,0.625,,,
1588,18366112,12704,0.015679436562216268,0.0,0.5714285714285714,,,
1589,18378152,12712,0.0166961146843609,0.0,0.5769230769230769,,,
1590,18388976,12720,0.01726672812199684,0.0,0.5945945945945946,,,
1591,18399992,12728,0.016749468788421543,0.0,0.5666666666666667,,,
1592,18410496,12736,0.015910517112935472,0.25,0.6857142857142857,,,
1593,18421512,12744,0.017611769589940495,0.0,0.6129032258064516,0.01740187834038712,0.0,0.45454545454545453
1594,18433232,12752,0.01646030213689854,0.0,0.65625,,,
1595,18443288,12760,0.02048211545420776,0.125,0.625,,,
1596,18455136,12768,0.019550607796994482,0.0,0.45714285714285713,,,
1597,18467752,12776,0.014833414166340231,0.25,0.6551724137931034,,,
1598,18477296,12784,0.018254766918286838,0.0,0.5625,,,
1599,18487416,12792,0.016237971265371274,0.0,0.5625,,,
1600,18497280,12800,0.017470801738235616,0.125,0.6333333333333333,,,
1601,18507272,12808,0.018103235960366844,0.125,0.6,0.019853532504004817,0.0,0.43243243243243246
1602,18517904,12816,0.018099519981980543,0.0,0.5625,,,
1603,18529304,12824,0.01844968003435713,0.0,0.5666666666666667,,,
1604,18540896,12832,0.01706707201424542,0.0,0.5161290322580645,,,
1605,18552360,12840,0.015779401360037113,0.0,0.5142857142857142,,,
1606,18564016,12848,0.021044307620429956,0.0,0.6379310344827587,,,
1607,18574712,12856,0.017442985570496106,0.0,0.5777777777777777,,,
1608,18586240,12864,0.01471688792102252,0.0,0.6129032258064516,,,
1609,18597384,12872,0.01960041049252695,0.0,0.5757575757575758,0.022342878213330752,0.125,0.625
1610,18608528,12880,0.014517480081961402,0.0,0.5454545454545454,,,
1611,18620376,12888,0.016622909519327256,0.0,0.5555555555555556,,,
1612,18633760,12896,0.01299186596055349,0.125,0.6857142857142857,,,
1613,18642280,12904,0.02051243438243211,0.0,0.5675675675675675,,,
1614,18652144,12912,0.015713406879375964,0.125,0.5625,,,
1615,18663608,12920,0.01756647102418642,0.0,0.5526315789473685,,,
1616,18674752,12928,0.015574494856866102,0.0,0.53125,,,
1617,18688648,12936,0.014577195836462206,0.0,0.5625,0.019596384369130648,0.0,0.48717948717948717
1618,18700304,12944,0.018299343422982957,0.125,0.56,,,
1619,18711128,12952,0.016773215968152375,0.0,0.5,,,
1620,18719456,12960,0.01876928452938475,0.25,0.696969696969697,,,
1621,18729000,12968,0.0170693995060445,0.125,0.625,,,
1622,18742448,12976,0.01579629232717352,0.0,0.6206896551724138,,,
1623,18753656,12984,0.014010158107861829,0.0,0.5757575757575758,,,
1624,18766144,12992,0.015551451612920679,0.125,0.6285714285714286,,,
1625,18777800,13000,0.01796121335756369,0.0,0.5294117647058824,0.012840115369446159,0.0,0.5151515151515151
1626,18787664,13008,0.017355215744398206,0.125,0.7297297297297297,,,
1627,18799576,13016,0.01992166245109651,0.0,0.5483870967741935,,,
1628,18809184,13024,0.01725291066543737,0.0,0.5588235294117647,,,
1629,18818088,13032,0.019853146254760142,0.0,0.5151515151515151,,,
1630,18828784,13040,0.015638334592006715,0.125,0.6285714285714286,,,
1631,18837624,13048,0.022066837292719677,0.125,0.5806451612903226,,,
1632,18847360,13056,0.01825038352951443,0.0,0.6060606060606061,,,
1633,18858056,13064,0.015317068678677537,0.0,0.6285714285714286,0.019664960062167527,0.125,0.5882352941176471
1634,18866000,13072,0.017615673297033153,0.125,0.65625,,,
1635,18878808,13080,0.01417069603289057,0.125,0.6,,,
1636,18887904,13088,0.016767012511360903,0.0,0.6451612903225806,,,
1637,18897128,13096,0.01963810389446109,0.125,0.6666666666666666,,,
1638,18910448,13104,0.014468744667337951,0.0,0.5,,,
1639,18922616,13112,0.014105080903877059,0.0,0.6206896551724138,,,
1640,18933120,13120,0.017043669289178838,0.0,0.5666666666666667,,,
1641,18945160,13128,0.0163834626639136,0.0,0.6486486486486487,0.016023073091879902,0.125,0.6774193548387096
1642,18958416,13136,0.010939300166615132,0.25,0.65625,,,
1643,18969304,13144,0.018797854830819572,0.0,0.6486486486486487,,,
1644,18980320,13152,0.015150424894138988,0.0,0.5806451612903226,,,
1645,18990312,13160,0.019032904930469084,0.0,0.6,,,
1646,18999600,13168,0.019644316635631126,0.125,0.5,,,
1647,19013304,13176,0.013797401910915226,0.125,0.6666666666666666,,,
1648,19024832,13184,0.015785615593364593,0.125,0.6666666666666666,,,
1649,19033032,13192,0.018048046296753703,0.0,0.6206896551724138,0.021541898454052272,0.0,0.47058823529411764
1650,19044880,13200,0.017759457432800014,0.125,0.65625,,,
1651,19056472,13208,0.017546330198944787,0.125,0.5897435897435898,,,
1652,19068320,13216,0.016398248393030574,0.0,0.5757575757575758,,,
1653,19079976,13224,0.015961237918050267,0.0,0.6363636363636364,,,
1654,19091312,13232,0.017557316129118133,0.0,0.6285714285714286,,,
1655,19104952,13240,0.012646280787933745,0.125,0.6071428571428571,,,
1656,19116800,13248,0.016223199767000936,0.0,0.6129032258064516,,,
1657,19126152,13256,0.01883688273860706,0.0,0.6176470588235294,0.021286797514769844,0.125,0.6071428571428571
1658,19136144,13264,0.01715280610452833,0.125,0.5333333333333333,,,
1659,19148056,13272,0.013261010096445843,0.25,0.6428571428571429,,,
1660,19158688,13280,0.015475092650182784,0.0,0.6571428571428571,,,
1661,19169512,13288,0.015436390688896072,0.0,0.5641025641025641,,,
1662,19180144,13296,0.015533219738360493,0.125,0.6785714285714286,,,
1663,19191288,13304,0.01828500953929354,0.125,0.6176470588235294,,,
1664,19202176,13312,0.015356756030733554,0.125,0.6666666666666666,,,
1665,19210696,13320,0.017918366502318497,0.0,0.6470588235294118,0.017667184529935043,0.0,0.59375
1666,19219536,13328,0.021202187095768044,0.0,0.5714285714285714,,,
1667,19230104,13336,0.018726084377601353,0.125,0.6285714285714286,,,
1668,19246112,13344,0.01244081420770591,0.0,0.5172413793103449,,,
1669,19258408,13352,0.018105124285867424,0.0,0.5161290322580645,,,
1670,19272304,13360,0.014377001180650521,0.0,0.5714285714285714,,,
1671,19285624,13368,0.014735744687076882,0.0,0.6,,,
1672,19298496,13376,0.014821022453102703,0.0,0.6129032258064516,,,
1673,19309960,13384,0.018595914949877335,0.0,0.6060606060606061,0.01947098575715556,0.0,0.5333333333333333
1674,19321872,13392,0.017068242260563,0.0,0.5517241379310345,,,
1675,19335960,13400,0.011624628367763977,0.25,0.7647058823529411,,,
1676,19351008,13408,0.011354275133377644,0.125,0.59375,,,
1677,19363624,13416,0.014219491314023416,0.0,0.5333333333333333,,,
1678,19372784,13424,0.020092433085135676,0.0,0.6,,,
1679,19382712,13432,0.01517443557908852,0.25,0.7586206896551724,,,
1680,19398016,13440,0.011818150937931938,0.0,0.6388888888888888,,,
1681,19408264,13448,0.01691760634806415,0.0,0.6060606060606061,0.023464254694630312,0.0,0.5142857142857142
1682,19418320,13456,0.015711171136798287,0.125,0.6097560975609756,,,
1683,19428504,13464,0.018841473039964134,0.0,0.6176470588235294,,,
1684,19440032,13472,0.01753839264371058,0.0,0.5,,,
1685,19450536,13480,0.01749701050568646,0.125,0.5555555555555556,,,
1686,19459888,13488,0.021192189334962915,0.0,0.6578947368421053,,,
1687,19470008,13496,0.018920074108109152,0.0,0.5185185185185185,,,
1688,19483840,13504,0.01517311662300075,0.0,0.5454545454545454,,,
1689,19495496,13512,0.016834987563714203,0.125,0.65625,0.01604441162656343,0.125,0.5714285714285714
1690,19507920,13520,0.012409466885022228,0.125,0.6129032258064516,,,
1691,19523096,13528,0.015366532152407499,0.0,0.5588235294117647,,,
1692,19535712,13536,0.015916069906210695,0.125,0.7446808510638298,,,
1693,19547048,13544,0.013421214529120045,0.0,0.6333333333333333,,,
1694,19556784,13552,0.01629198097220818,0.125,0.65625,,,
1695,19568376,13560,0.02016263009702737,0.125,0.5161290322580645,,,
1696,19580160,13568,0.018433466518117992,0.0,0.5,,,
1697,19594440,13576,0.01328492819017157,0.125,0.5151515151515151,0.018078972894906408,0.125,0.5806451612903226
1698,19604112,13584,0.020478463800556315,0.125,0.5517241379310345,,,
1699,19614872,13592,0.017967185261736955,0.25,0.6,,,
1700,19626976,13600,0.015935869385937926,0.125,0.65625,,,
1701,19637480,13608,0.016958503574916208,0.0,0.5666666666666667,,,
1702,19647600,13616,0.015729604157138515,0.0,0.5806451612903226,,,
1703,19657976,13624,0.015340269694629701,0.0,0.5945945945945946,,,
1704,19667136,13632,0.017443667968332355,0.0,0.5666666666666667,,,
1705,19681800,13640,0.014772158541550662,0.125,0.6571428571428571,0.020460808234657755,0.0,0.5
1706,19692112,13648,0.017910659229423795,0.0,0.6285714285714286,,,
1707,19703192,13656,0.018159075948369123,0.125,0.5357142857142857,,,
1708,19715104,13664,0.015352936497430083,0.25,0.625,,,
1709,19728104,13672,0.014295041699709856,0.125,0.625,,,
1710,19741104,13680,0.015163598695399839,0.0,0.5454545454545454,,,
1711,19752056,13688,0.019406956697331095,0.0,0.5625,,,
1712,19762752,13696,0.016383026161504402,0.125,0.7115384615384616,,,
1713,19778760,13704,0.012099315640923694,0.0,0.6176470588235294,0.015894723887423547,0.0,0.5833333333333334
1714,19790736,13712,0.015589320893672435,0.0,0.5945945945945946,,,
1715,19799832,13720,0.019177655686523996,0.0,0.5833333333333334,,,
1716,19809760,13728,0.01917988065625404,0.0,0.5882352941176471,,,
1717,19819432,13736,0.017612821557402243,0.125,0.6388888888888888,,,
1718,19831792,13744,0.01791185735589909,0.0,0.5526315789473685,,,
1719,19843192,13752,0.015213323357589377,0.125,0.6470588235294118,,,
1720,19855360,13760,0.014204626862300205,0.125,0.6206896551724138,,,
1721,19865928,13768,0.017315938692049098,0.0,0.5517241379310345,0.020474298013930758,0.0,0.5428571428571428
1722,19879312,13776,0.012905289719468149,0.0,0.5714285714285714,,,
1723,19894360,13784,0.01249695766715835,0.125,0.7142857142857143,,,
1724,19906528,13792,0.016288053189222752,0.125,0.6857142857142857,,,
1725,19922728,13800,0.012557371152683768,0.0,0.6,,,
1726,19935856,13808,0.015802627753214386,0.125,0.5833333333333334,,,
1727,19949304,13816,0.012766408185406095,0.125,0.6538461538461539,,,
1728,19961536,13824,0.01552157857297598,0.0,0.5185185185185185,,,
1729,19974728,13832,0.016308694891963363,0.0,0.5526315789473685,0.02146596814594701,0.0,0.5897435897435898
1730,19986448,13840,0.015515009548917052,0.125,0.6,,,
1731,19999064,13848,0.015125162493496585,0.125,0.5483870967741935,,,
1732,20008480,13856,0.019336599509548,0.125,0.6857142857142857,,,
1733,20019944,13864,0.01838476530972224,0.125,0.5882352941176471,,,
1734,20031408,13872,0.016119580503138484,0.0,0.53125,,,
1735,20041720,13880,0.013972437128095289,0.25,0.6923076923076923,,,
1736,20051776,13888,0.02001556601299465,0.0,0.5142857142857142,,,
1737,20065992,13896,0.014097520817942485,0.0,0.6206896551724138,0.021008756362660592,0.0,0.4857142857142857
1738,20079120,13904,0.015925817889366405,0.0,0.6666666666666666,,,
1739,20090328,13912,0.017234524282421622,0.125,0.6666666666666666,,,
1740,20102944,13920,0.01772759943935186,0.125,0.65625,,,
1741,20117032,13928,0.01325924687358975,0.125,0.6666666666666666,,,
1742,20128304,13936,0.016914858690823167,0.0,0.6470588235294118,,,
1743,20143544,13944,0.013131979775191318,0.25,0.6774193548387096,,,
1744,20157184,13952,0.014778445060605949,0.0,0.5757575757575758,,,
1745,20168712,13960,0.015840868908804043,0.0,0.6571428571428571,0.01681300987824742,0.0,0.4482758620689655
1746,20179920,13968,0.01712316404604863,0.0,0.6176470588235294,,,
1747,20191896,13976,0.01706553306411219,0.0,0.5666666666666667,,,
1748,20201760,13984,0.016403157013614184,0.0,0.6176470588235294,,,
1749,20213800,13992,0.017156303169063095,0.0,0.4666666666666667,,,
1750,20227504,14000,0.014335282739375144,0.0,0.6216216216216216,,,
1751,20239608,14008,0.014618773863920943,0.0,0.6470588235294118,,,
1752,20249728,14016,0.015183867508675453,0.125,0.6363636363636364,,,
1753,20261768,14024,0.016312965823452444,0.125,0.5714285714285714,0.01991453658072268,0.0,0.5263157894736842
1754,20272464,14032,0.01655760694332088,0.0,0.5483870967741935,,,
1755,20281368,14040,0.016828772343018734,0.0,0.6060606060606061,,,
1756,20293280,14048,0.017013204833571816,0.0,0.5882352941176471,,,
1757,20304552,14056,0.01780402204865521,0.0,0.5588235294117647,,,
1758,20316144,14064,0.014483187044062734,0.0,0.5882352941176471,,,
1759,20326584,14072,0.016511501262981218,0.0,0.53125,,,
1760,20340352,14080,0.01140093170406328,0.0,0.5588235294117647,,,
1761,20351816,14088,0.013000488729509289,0.125,0.6470588235294118,0.018646887341592297,0.125,0.6470588235294118
1762,20364112,14096,0.01373307238727134,0.0,0.47058823529411764,,,
1763,20376408,14104,0.014110001296731072,0.0,0.6285714285714286,,,
1764,20387744,14112,0.01451993807760603,0.375,0.8387096774193549,,,
1765,20398888,14120,0.019024806001073605,0.125,0.6470588235294118,,,
1766,20408880,14128,0.01712300109137416,0.0,0.5555555555555556,,,
1767,20420792,14136,0.016559292457884064,0.0,0.5,,,
1768,20432640,14144,0.015061565830134545,0.125,0.7241379310344828,,,
1769,20442248,14152,0.01773209787919022,0.0,0.6,0.024324807786005084,0.0,0.46875
1770,20451792,14160,0.017975219033830724,0.0,0.6097560975609756,,,
1771,20464856,14168,0.017475265600824415,0.0,0.5263157894736842,,,
1772,20476704,14176,0.013486145892971223,0.125,0.6,,,
1773,20488616,14184,0.015743965120989332,0.0,0.6111111111111112,,,
1774,20500336,14192,0.017089425995048757,0.0,0.6363636363636364,,,
1775,20513592,14200,0.012681359177159145,0.0,0.5925925925925926,,,
1776,20523136,14208,0.01989237524382123,0.0,0.5526315789473685,,,
1777,20534024,14216,0.017015093568328563,0.0,0.65625,0.022943908241287055,0.0,0.4722222222222222
1778,20546960,14224,0.015555276130943521,0.0,0.5428571428571428,,,
1779,20556824,14232,0.019788583349605836,0.0,0.6285714285714286,,,
1780,20567008,14240,0.019567950427092994,0.0,0.5897435897435898,,,
1781,20574440,14248,0.019340623152925087,0.125,0.5757575757575758,,,
1782,20587824,14256,0.016406722221873615,0.0,0.625,,,
1783,20602168,14264,0.014352137827933138,0.125,0.6756756756756757,,,
1784,20610816,14272,0.02033910298367633,0.125,0.6666666666666666,,,
1785,20624520,14280,0.012853738528798323,0.0,0.5806451612903226,0.01356429596489837,0.0,0.5454545454545454
1786,20639568,14288,0.013797911226476185,0.0,0.5,,,
1787,20648728,14296,0.02128924623461744,0.0,0.575,,,
1788,20661344,14304,0.017097109667092818,0.0,0.6285714285714286,,,
1789,20675688,14312,0.014354799653868341,0.125,0.6551724137931034,,,
1790,20688176,14320,0.014678678279707424,0.0,0.48484848484848486,,,
1791,20699384,14328,0.015887714678794785,0.25,0.6571428571428571,,,
1792,20710016,14336,0.018828209946360912,0.0,0.6470588235294118,,,
1793,20719240,14344,0.02013318456351737,0.0,0.5882352941176471,0.018234337106678072,0.0,0.5625
1794,20729424,14352,0.015396853724048821,0.25,0.7,,,
1795,20743576,14360,0.014447434318940532,0.0,0.5294117647058824,,,
1796,20753632,14368,0.016314028740189734,0.0,0.6060606060606061,,,
1797,20765160,14376,0.016736380458077724,0.125,0.6129032258064516,,,
1798,20780336,14384,0.01447087672330422,0.0,0.5333333333333333,,,
1799,20791224,14392,0.016981475609678588,0.0,0.5714285714285714,,,
1800,20803584,14400,0.017336308563844376,0.0,0.5789473684210527,,,
1801,20814728,14408,0.012892707788861852,0.25,0.6153846153846154,0.011629685284281622,0.125,0.6111111111111112
1802,20825488,14416,0.01648388193637437,0.0,0.5625,,,
1803,20837080,14424,0.017360081489717252,0.125,0.6285714285714286,,,
1804,20848096,14432,0.01506251703899343,0.0,0.5,,,
1805,20864104,14440,0.010217470736159057,0.125,0.7222222222222222,,,
1806,20873200,14448,0.01969872787282639,0.0,0.5625,,,
1807,20887992,14456,0.013071127088523288,0.0,0.6666666666666666,,,
1808,20901312,14464,0.014553737695358242,0.125,0.6486486486486487,,,
1809,20914888,14472,0.014781739369518298,0.0,0.5428571428571428,0.018108086877542912,0.0,0.5428571428571428
1810,20927120,14480,0.015248608785786827,0.0,0.6451612903225806,,,
1811,20939224,14488,0.015687098485597902,0.0,0.5882352941176471,,,
1812,20950304,14496,0.015541238933198762,0.125,0.6666666666666666,,,
1813,20959912,14504,0.018098493873810326,0.0,0.5666666666666667,,,
1814,20972592,14512,0.01627340651851488,0.125,0.56,,,
1815,20983416,14520,0.016931017548940813,0.0,0.5517241379310345,,,
1816,20995840,14528,0.01610215232131807,0.0,0.6176470588235294,,,
1817,21006472,14536,0.01725018536895336,0.0,0.5714285714285714,0.01776207187480969,0.0,0.5
1818,21021648,14544,0.012680082400460972,0.125,0.6666666666666666,,,
1819,21032664,14552,0.016822430430391534,0.125,0.6451612903225806,,,
1820,21042272,14560,0.018996737024480632,0.0,0.6486486486486487,,,
1821,21055016,14568,0.015767974703842762,0.125,0.6551724137931034,,,
1822,21066160,14576,0.01489958466837303,0.125,0.6333333333333333,,,
1823,21076472,14584,0.0181800656823668,0.125,0.6451612903225806,,,
1824,21089856,14592,0.00978986536084584,0.0,0.6285714285714286,,,
1825,21100360,14600,0.018124708120182773,0.0,0.5675675675675675,0.017817043885138526,0.0,0.5483870967741935
1826,21111184,14608,0.018636536909176046,0.0,0.6388888888888888,,,
1827,21123480,14616,0.016609533547088034,0.125,0.5882352941176471,,,
1828,21134944,14624,0.017357653407429854,0.0,0.5,,,
1829,21145320,14632,0.017552953294353045,0.0,0.6285714285714286,,,
1830,21156528,14640,0.01564314974350834,0.0,0.6333333333333333,,,
1831,21167544,14648,0.01838522847621755,0.0,0.5882352941176471,,,
1832,21181440,14656,0.015649128931306953,0.125,0.5882352941176471,,,
1833,21192008,14664,0.018548554996933957,0.125,0.5555555555555556,0.018620050245654458,0.0,0.53125
1834,21202768,14672,0.01647408862834371,0.0,0.65625,,,
1835,21212824,14680,0.015666058463643516,0.125,0.6176470588235294,,,
1836,21223776,14688,0.018549733893467712,0.0,0.6,,,
1837,21237608,14696,0.015550163240664237,0.0,0.5806451612903226,,,
1838,21250288,14704,0.015582842407355293,0.0,0.6470588235294118,,,
1839,21260344,14712,0.01940360774698958,0.0,0.5333333333333333,,,
1840,21269888,14720,0.015512567223267472,0.0,0.6774193548387096,,,
1841,21280648,14728,0.016895987651408133,0.125,0.5454545454545454,0.01889643434168556,0.0,0.5384615384615384
1842,21296336,14736,0.015040833982232799,0.0,0.6,,,
1843,21308120,14744,0.0160611619055983,0.0,0.6111111111111112,,,
1844,21319584,14752,0.014923521823456163,0.0,0.5666666666666667,,,
1845,21330280,14760,0.01684864561452781,0.125,0.6538461538461539,,,
1846,21341296,14768,0.017365786700337175,0.125,0.6153846153846154,,,
1847,21351992,14776,0.016529964187835772,0.0,0.5769230769230769,,,
1848,21364992,14784,0.015069528841978928,0.0,0.6111111111111112,,,
1849,21375432,14792,0.015048293763065702,0.125,0.6285714285714286,0.016734850565574524,0.25,0.6428571428571429
1850,21386448,14800,0.014425609139291954,0.0,0.6,,,
1851,21396696,14808,0.01560720230881538,0.0,0.6333333333333333,,,
1852,21408800,14816,0.01600762935370642,0.0,0.5675675675675675,,,
1853,21419752,14824,0.014980201468371755,0.0,0.5185185185185185,,,
1854,21429872,14832,0.018403835349504617,0.0,0.5757575757575758,,,
1855,21443640,14840,0.013627195402608046,0.25,0.6774193548387096,,,
1856,21456320,14848,0.0158692691870953,0.25,0.7,,,
1857,21466184,14856,0.021678507460650125,0.125,0.5666666666666667,0.01830680363109636,0.0,0.5428571428571428
1858,21477776,14864,0.01546510036027446,0.0,0.5333333333333333,,,
1859,21491800,14872,0.015481320520942416,0.125,0.5185185185185185,,,
1860,21504224,14880,0.01599698157447445,0.0,0.5757575757575758,,,
1861,21513640,14888,0.015312497194217081,0.0,0.6363636363636364,,,
1862,21523632,14896,0.01880005984855362,0.0,0.5588235294117647,,,
1863,21537016,14904,0.013538113376771202,0.0,0.6333333333333333,,,
1864,21548480,14912,0.018397193236082608,0.0,0.6216216216216216,,,
1865,21560136,14920,0.016776747673038234,0.0,0.6060606060606061,0.018756046788842382,0.0,0.5945945945945946
1866,21571856,14928,0.015328661957462322,0.0,0.5833333333333334,,,
1867,21581784,14936,0.019404803282875388,0.0,0.6129032258064516,,,
1868,21591136,14944,0.0162181989135611,0.125,0.7096774193548387,,,
1869,21601384,14952,0.016927093955598098,0.125,0.6206896551724138,,,
1870,21615728,14960,0.012657679045766364,0.25,0.75,,,
1871,21626360,14968,0.017756104926495854,0.0,0.6071428571428571,,,
1872,21636800,14976,0.01819662356984305,0.125,0.5666666666666667,,,
1873,21647752,14984,0.018862213660756653,0.0,0.4722222222222222,0.01946950124888239,0.0,0.5588235294117647
1874,21660880,14992,0.015907018566334266,0.0,0.5384615384615384,,,
1875,21671960,15000,0.018982670590510807,0.0,0.6976744186046512,,,
1876,21682592,15008,0.016002499530811978,0.0,0.6285714285714286,,,
1877,21698664,15016,0.014728459778768058,0.125,0.6666666666666666,,,
1878,21712560,15024,0.014353394906150885,0.0,0.6,,,
1879,21722936,15032,0.018155272152762636,0.0,0.5675675675675675,,,
1880,21735616,15040,0.015018022154867916,0.0,0.6571428571428571,,,
1881,21747144,15048,0.015210401183802708,0.0,0.6129032258064516,0.022554028058029696,0.0,0.45
1882,21759376,15056,0.01590388237233595,0.0,0.6,,,
1883,21769304,15064,0.015380210249570227,0.125,0.6666666666666666,,,
1884,21781408,15072,0.016370437302396075,0.125,0.7027027027027027,,,
1885,21790440,15080,0.01723645013248428,0.0,0.5806451612903226,,,
1886,21802352,15088,0.015261180344705534,0.0,0.5588235294117647,,,
1887,21812984,15096,0.018090723320621345,0.125,0.631578947368421,,,
1888,21822592,15104,0.018249363729797418,0.0,0.5384615384615384,,,
1889,21834824,15112,0.013460529663941796,0.125,0.6451612903225806,0.016958819207275426,0.0,0.5454545454545454
1890,21847760,15120,0.01563532187083432,0.0,0.5882352941176471,,,
1891,21859416,15128,0.0159142481664178,0.0,0.5483870967741935,,,
1892,21869024,15136,0.017408207219241124,0.125,0.6363636363636364,,,
